date,company,position,location,tags,remote,experience_level,experience_years,english_level,url
2026-02-09T21:32:40.521818,Softtek,Ingeniero de Datos (MS Data Fabric/PowerBI) Senior.,Colombia,data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-de-datos-ms-data-fabric-powerbi-senior-at-softtek-4368420324?position=1&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=MFPJMRnLK%2BOy%2FDhK2hRrRw%3D%3D
2026-02-09T21:32:40.522143,PERCEPTIO S.A.S.,INGENIERO DE DATOS,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-de-datos-at-perceptio-s-a-s-4369190452?position=2&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=JzdPtZyKDl9mb0iz02Aa%2Bw%3D%3D
2026-02-09T21:32:40.522255,Artefact,Data Engineer Colombia,Colombia,data engineer,,,,,https://co.linkedin.com/jobs/view/data-engineer-colombia-at-artefact-4344942364?position=3&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=HNJC0olmL7HepkMRsViVHw%3D%3D
2026-02-09T21:32:40.522359,Blossom,Data Engineer (6 months contract),Colombia,data engineer,,,,,https://co.linkedin.com/jobs/view/data-engineer-6-months-contract-at-blossom-4366910913?position=4&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=UTKEsgrA%2BKr8tnJYSq1qKQ%3D%3D
2026-02-09T21:32:40.522481,Fusemachines,Data Analyst,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/data-analyst-at-fusemachines-4335566657?position=5&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=VCE1TX2MfY8b4CUtXXHeBQ%3D%3D
2026-02-09T21:32:40.522591,IVCISA,Analista de Datos - Bogotá,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/analista-de-datos-bogot%C3%A1-at-ivcisa-4369541232?position=6&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=ZUKPDZZ3CcaCPdEEhm5VFw%3D%3D
2026-02-09T21:32:40.522713,LinkTIC S.A.S,Ingeniero de datos,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-de-datos-at-linktic-s-a-s-4368800623?position=7&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=ou%2B9f8uXtpxsJo4OaDRoYw%3D%3D
2026-02-09T21:32:40.522823,IPM- International Project Management,Analista de Datos Técnicos (Hidrocarburos),"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/analista-de-datos-t%C3%A9cnicos-hidrocarburos-at-ipm-international-project-management-4369975891?position=8&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=9VOELW50Vtx9OdDyhP4eQQ%3D%3D
2026-02-09T21:32:40.522923,Softtek,Ingeniero de datos,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-de-datos-at-softtek-4365543355?position=9&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=aYcpp8rpbIS3MVl8n%2F6%2BCw%3D%3D
2026-02-09T21:32:40.523020,NEORIS,Ingeniero de Datos,"Bogotá, Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-de-datos-at-neoris-4334244041?position=10&pageNum=5&refId=inV3j1ETgyNkIMUEH55o%2BA%3D%3D&trackingId=YTwi73bN0Dw%2FFZsydtUtyQ%3D%3D
